sort,family_scientific,family_english,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,red_list,status_birdlife,water_bird,strict_water_bird,ADU,common_name,scientific_name,avibaseid,wikiDataID,iNaturalisttaxonID,IUCNtaxonID,ObservationorgID,GBIFID,Clements--code,Clements--rank,Clements--scientific_name,Clements--common_name,H&M--sort,,,,,
309,Ardeidae,"Herons, Egrets and Bitterns",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,61,Cattle Egret,Bubulcus ibis,6CCDAC53F56435B4,Q132669,5017,22697109,360,2480830,categr,species,Bubulcus ibis,Cattle Egret,049-001-015-001,,,,,
310,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,TRUE,TRUE,54,Grey Heron,Ardea cinerea,6429024DBA7AB672,Q25273,4954,22696993,64,2480925,graher1,species,Ardea cinerea,Gray Heron,049-001-018-001,,,,,
311,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,55,Black-headed Heron,Ardea melanocephala,25A648FE397BB822,Q220578,4972,22697008,,2480923,blhher1,species,Ardea melanocephala,Black-headed Heron,049-001-018-005,,,,,
312,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,56,Goliath Heron,Ardea goliath,C7888A152F4A837D,Q118608,4969,22697017,73464,2480927,golher1,species,Ardea goliath,Goliath Heron,049-001-018-009,,,,,
313,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,TRUE,TRUE,57,Purple Heron,Ardea purpurea,3395DCF1CE3A8C91,Q160488,4951,22697031,6,2480934,purher1,species,Ardea purpurea,Purple Heron,049-001-018-010,,,,,
314,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,58,Great White Egret,Ardea alba,49D9148A171E7F2E,Q130730,144455,22697043,115,2480943,greegr,species,Ardea alba,Great Egret,049-001-018-011,,,,,
315,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,60,Yellow-billed Egret,Egretta intermedia,40B5D4A693F4C373,Q27074615,558445,22727668,73468,4352345,integr,species,Ardea intermedia,Intermediate Egret,049-001-018-012,,,,,
316,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,64,Black Heron,Egretta ardesiaca,74853F898557A8BD,Q392175,4934,22696926,73449,2480878,blaher1,species,Egretta ardesiaca,Black Heron,049-001-021-004,,,,,
317.1,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,59,Little Egret,Egretta garzetta,F2858F9FFB9DFDCF,Q131709,4943,62774969,132,2480876,litegr,species,Egretta garzetta,Little Egret,049-001-021-009,,,,,
317.2,Ardeidae,"Herons, Egrets and Bitterns",TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,2190,Western Reef Egret,Egretta (garzetta) gularis,DF32B1F9C576957F,Q392570,4935,22729692,73453,2480898,werher,species,Egretta gularis,Western Reef-Heron,049-001-021-010,,,,,
317.3,Ardeidae,"Herons, Egrets and Bitterns",,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,2188,Dimorphic Egret, Egretta (garzetta) dimorpha,7C15B36BB2B59CFF,Q392527,,,,2480879,litegr2,group (monotypic),Egretta garzetta dimorpha,Little Egret (Dimorphic),049-001-021-009-002,,,,,
318,Threskiornithidae,Ibises and Spoonbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,81,Sacred Ibis,Threskiornis aethiopicus,550DE745B77C8079,Q40676368,509514,,,6540179,sacibi2,species,Threskiornis aethiopicus,African Sacred Ibis,050-001-001-001,,,,,
319,Threskiornithidae,Ibises and Spoonbills,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,Least Concern,,TRUE,TRUE,2210,Eurasian Spoonbill,Platalea leucorodia,A0A584C1E7D786FE,Q171360,3731,22697555,8,2480801,eurspo1,species,Platalea leucorodia,Eurasian Spoonbill,050-001-002-004,,,,,
320,Threskiornithidae,Ibises and Spoonbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,85,African Spoonbill,Platalea alba,F86BB1D3818BDB03,Q512348,3734,22697564,21115,2480800,afrspo1,species,Platalea alba,African Spoonbill,050-001-002-003,,,,,
321,Threskiornithidae,Ibises and Spoonbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,2202,Olive Ibis,Bostrychia olivacea,23ACB56E2A8773EE,Q662226,3744,22697472,73514,5229202,oliibi2,species,Bostrychia olivacea,Olive Ibis,050-001-006-001,,,,,
322,Threskiornithidae,Ibises and Spoonbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,84,Hadada Ibis,Bostrychia hagedash,CAFBA217EB0B098C,Q301777,3743,22697463,19279,5229203,hadibi1,species,Bostrychia hagedash,Hadada Ibis,050-001-006-004,,,,,
323,Threskiornithidae,Ibises and Spoonbills,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,TRUE,TRUE,83,Glossy Ibis,Plegadis falcinellus,D4540F880A3EC3BB,Q178811,3756,22697422,853,2480773,gloibi,species,Plegadis falcinellus,Glossy Ibis,050-001-012-001,,,,,
324,Fregatidae,Frigatebirds,,,,,,TRUE,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,TRUE,,53,Great Frigatebird,Fregata minor,788EBCAB63213E04,Q648494,4636,22697733,73556,2480187,grefri,species,Fregata minor,Great Frigatebird,051-001-001-002,,,,,
325,Fregatidae,Frigatebirds,,,,,,TRUE,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,1013,Lesser Frigatebird,Fregata ariel,09ED7E926715445E,Q870775,4634,22697738,73557,2480186,lesfri,species,Fregata ariel,Lesser Frigatebird,051-001-001-001,,,,,
326,Fregatidae,Frigatebirds,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,Critically Endangered,Rare/Accidental,,,2214,Christmas Island Frigatebird,Fregata andrewsi,67200E8E10682E29,Q1263210,4635,22697742,73558,2480185,chifri1,species,Fregata andrewsi,Christmas Island Frigatebird,051-001-001-003,,,,,
327,Sulidae,Boobies,,,,,,TRUE,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,TRUE,,45,Masked Booby,Sula dactylatra,22D1B4A2F0911712,Q602084,3788,22736173,73403,2480967,masboo,species,Sula dactylatra,Masked Booby,052-001-003-005,,,,,
328,Sulidae,Boobies,,,,,,TRUE,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,1027,Red-footed Booby,Sula sula,0A4609D14FC148DF,Q217122,3793,22696694,,2480972,refboo,species,Sula sula,Red-footed Booby,052-001-003-001,,,,,
329,Sulidae,Boobies,,,,,,TRUE,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,TRUE,,46,Brown Booby,Sula leucogaster,5EC21767FC58DB7D,Q320193,3797,22696698,73405,2480975,brnboo,species,Sula leucogaster,Brown Booby,052-001-003-002,,,,,
330,Phalacrocoracidae,Cormorants,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,50,Long-tailed (Reed) Cormorant ,Microcarbo africanus,E255DCE15494936B,Q59492,73198,22696725,79937,6066519,lotcor1,species,Microcarbo africanus,Long-tailed Cormorant,053-001-001-002,,,,,
331,Phalacrocoracidae,Cormorants,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,47,Great Cormorant,Phalacrocorax carbo,7025123ADA5F2615,Q40593193,425972,,,6542622,grecor4,group (monotypic),Phalacrocorax carbo lucidus,Great Cormorant (White-breasted),053-001-002-016-006,,,,,
332,Anhingidae,Darters,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,52,African Darter,Anhinga rufa,5C7936A7E5949CE8,Q387379,5066,22696705,73407,2482080,darter3,species,Anhinga rufa,African Darter,054-001-001-002,,,,,
333,Sagittariidae,Secretarybird,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,105,Secretarybird,Sagittarius serpentarius,DCBCCEB89FD9FC3F,Q168748,117214,22696221,73326,5229409,secret2,species,Sagittarius serpentarius,Secretarybird,073-001-001-001,,,,,
334,Pandionidae,Ospreys,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,TRUE,,172,Osprey,Pandion haliaetus,1327AC55AA9D579B,Q25332,116999,22694938,346,2480726,osprey,species,Pandion haliaetus,Osprey,074-001-001-001,,,,,
335,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,130,Black-shouldered (Black-winged) Kite,Elanus caeruleus,97C47F3E1BA4129A,Q27227,5275,22695028,1385,2480372,bkskit1,species,Elanus caeruleus,Black-winged Kite,075-002-001-001,,,,,
336,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2114,African Swallow-tailed Kite,Chelictinia riocourii,22832FF4C1180B06,Q1050275,5428,22695042,,2480364,sctkit1,species,Chelictinia riocourii,Scissor-tailed Kite,075-002-003-001,,,,,
337,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,132,European Honey Buzzard,Pernis apivorus,ED5A7E8F6EDBB78E,Q170466,5325,22694989,349,2480420,euhbuz1,species,Pernis apivorus,European Honey-buzzard,075-004-004-001,,,,,
338,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,Least Concern,Rare/Accidental,,,2140,Crested (Oriental) Honey Buzzard,Pernis ptilorhynchus,1192205BDCBB11D2,Q605431,144458,22694995,73129,5793241,orihob2,species,Pernis ptilorhynchus,Oriental Honey-buzzard,075-004-004-002,,,,,
339,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,127,African Cuckoo Hawk,Aviceda cuculoides,648936C0CA95E160,Q512295,5260,22694944,,2480705,afrcuh1,species,Aviceda cuculoides,African Cuckoo-Hawk,075-004-008-001,,,,,
340,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,171,African Harrier Hawk (Gymnogene),Polyboroides typus,C505EA727A6A51F5,Q512792,5246,22695409,,2480659,afhhaw1,species,Polyboroides typus,African Harrier-Hawk,075-005-001-001,,,,,
341,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,112,Palm-nut Vulture,Gypohierax angolensis,14885C181A91C21A,Q732523,5418,22695170,,2480393,panvul1,species,Gypohierax angolensis,Palm-nut Vulture,075-005-002-001,,,,,
342,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,150,Lammergeier,Gypaetus barbatus,81DB7410BE70406B,Q126167,5379,22695174,288,2480649,lammer1,species,Gypaetus barbatus,Bearded Vulture,075-005-003-001,,,,,
343,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Endangered,,,,111,Egyptian Vulture,Neophron percnopterus,6D3480A64B4953CE,Q33504,5361,22695180,214,2480696,egyvul1,species,Neophron percnopterus,Egyptian Vulture,075-005-004-001,,,,,
344,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,151,Bateleur ,Terathopius ecaudatus ,6CBD872456996F41,Q726387,5231,22695289,73171,2480377,batele1,species,Terathopius ecaudatus,Bateleur,075-006-003-001,,,,,
345,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,,,2118,Short-toed Snake Eagle,Circaetus gallicus,8372FFBAA4080FBB,Q170251,5242,22734216,324,2480666,shteag1,species,Circaetus gallicus,Short-toed Snake-Eagle,075-006-005-001,,,,,
346,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,2116,Beaudouin’s Snake Eagle,Circaetus beaudouini ,F4E78AFABD80B6AD,Q1271472,72725,22732272,,4850063,beasne1,species,Circaetus beaudouini,Beaudouin's Snake-Eagle,075-006-005-002,,,,,
347,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,146,Black-chested Snake Eagle,Circaetus pectoralis,BF553D32D596A4C7,Q264142,5240,22734223,,2480662,bkbsne1,species,Circaetus pectoralis,Black-chested Snake-Eagle,075-006-005-003,,,,,
348,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,145,Brown Snake Eagle,Circaetus cinereus,6904D83FD07E202F,Q549126,5241,22695271,73168,2480665,brseag1,species,Circaetus cinereus,Brown Snake-Eagle,075-006-005-004,,,,,
349,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,147,Southern Banded Snake Eagle,Circaetus fasciolatus,9F2839A9F613BFBD,Q1193286,5243,22695277,73169,2480663,faseag1,species,Circaetus fasciolatus,Fasciated Snake-Eagle,075-006-005-005,,,,,
350,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,148,Western Banded Snake Eagle,Circaetus cinerascens,4327F813018F6D37,Q937849,5244,22695283,73170,2480664,baseag1,species,Circaetus cinerascens,Banded Snake-Eagle,075-006-005-006,,,,,
351,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Critically Endangered,,,,109,White-headed Vulture,Trigonoceps occipitalis,93D7EC56BA180F9A,Q755006,5392,22695250,,2480408,whhvul1,species,Trigonoceps occipitalis,White-headed Vulture,075-007-002-001,,,,,
352,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Critically Endangered,,,,110,Hooded Vulture,Necrosyrtes monachus,131038ADDA3373B0,Q177386,5426,22695185,73158,2480715,hoovul1,species,Necrosyrtes monachus,Hooded Vulture,075-007-003-001,,,,,
353,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Critically Endangered,,,,107,White-backed Vulture,Gyps africanus,0419DDC2F668EEE5,Q281874,5363,22695189,73159,2480388,whbvul1,species,Gyps africanus,White-backed Vulture,075-007-004-003,,,,,
354,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Critically Endangered,,,,1029,Rüppell’s Vulture,Gyps rueppellii ,76B512B1EE9B10EC,Q55111925,327608,22695207,,2480384,ruegri1,species,Gyps rueppelli,Rüppell's Griffon,075-007-004-007,,,,,
355,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Endangered,,,,108,Lappet-faced Vulture,Torgos tracheliotos,672EA454429EA6BC,Q838162,5401,22695238,73164,5788496,lafvul1,species,Torgos tracheliotos,Lappet-faced Vulture,075-007-006-001,,,,,
356,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,131,Bat Hawk,Macheiramphus alcinus,DAE4C523E252BDDA,Q48431,5409,22695021,73134,2480379,bathaw1,species,Macheiramphus alcinus,Bat Hawk,075-008-001-001,,,,,
357,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,143,Crowned Eagle,Stephanoaetus coronatus,1E3B3515F00E331A,Q591640,5323,22696201,73324,2480391,crheag1,species,Stephanoaetus coronatus,Crowned Eagle,075-008-005-001,,,,,
358,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,142,Martial Eagle,Polemaetus bellicosus,FDA2E4A325A048FF,Q501733,5344,22696116,73311,2480426,mareag1,species,Polemaetus bellicosus,Martial Eagle,075-008-008-001,,,,,
359,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,138,Long-crested Eagle,Lophaetus occipitalis,14B9664A8926D2DB,Q285522,5335,22696134,,2480475,loceag1,species,Lophaetus occipitalis,Long-crested Eagle,075-008-011-001,,,,,
360,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,136,Lesser Spotted Eagle,Clanga pomarina,C2565B6526591E9A,Q232523,201033,22696022,359,2680976,leseag1,species,Clanga pomarina,Lesser Spotted Eagle,075-008-012-001,,,,,
361,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Vulnerable,,,,1098,Greater Spotted Eagle,Clanga clanga,BAC4CA22EDCC74E7,Q21090684,201035,22696027,225,2680976,grseag1,species,Clanga clanga,Greater Spotted Eagle,075-008-012-003,,,,,
362,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,134,Tawny Eagle,Aquila rapax,F6D547B28875698E,Q374141,5079,22696033,73301,2480514,taweag1,species,Aquila rapax,Tawny Eagle,075-008-013-001,,,,,
363,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Endangered,,,,135,Steppe Eagle,Aquila nipalensis,A635F56542EE0C16,Q179359,5083,22696038,333,2480513,steeag1,species,Aquila nipalensis,Steppe Eagle,075-008-013-002,,,,,
364,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Vulnerable,,,,2096,Eastern Imperial Eagle,Aquila heliaca,469DCF57248A1C69,Q168976,5071,22696048,269,2480500,impeag1,species,Aquila heliaca,Imperial Eagle,075-008-013-004,,,,,
365,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,133,Verreaux's Eagle,Aquila verreauxii,14F13C32872CBA1C,Q747827,5077,22696067,,5229184,vereag1,species,Aquila verreauxii,Verreaux's Eagle,075-008-013-008,,,,,
366,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,141,African Hawk Eagle,Aquila spilogaster,9A418C4525EAB2B1,Q387221,144468,22696084,,6066199,afrhae1,species,Aquila spilogaster,African Hawk-Eagle,075-008-013-010,,,,,
367,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,TRUE,,,,,,,,,,Least Concern,Rare/Accidental,,,2144,Cassin's Hawk Eagle,Aquila africana,51FD3E3C2D57F1B6,Q858931,144466,22696138,,5844477,cashae1,species,Aquila africana,Cassin's Hawk-Eagle,075-008-013-011,,,,,
368,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,137,Wahlberg’s Eagle, Hieraaetus wahlbergi,535F3C994BB4A618,Q10767087,144469,22696072,,5844448,waheag3,species,Hieraaetus wahlbergi,Wahlberg's Eagle,075-008-014-001,,,,,
369,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,139,Booted Eagle,Hieraaetus pennatus,4B8CC2853542FFED,Q182971,5154,22696092,243,2480685,booeag1,species,Hieraaetus pennatus,Booted Eagle,075-008-014-002,,,,,
370,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,140,Ayres’s Hawk Eagle,Hieraaetus ayresii,7DF004036707FA39,Q1260400,5152,22696103,,2480689,ayheag1,species,Hieraaetus ayresii,Ayres's Hawk-Eagle,075-008-014-005,,,,,
371,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,144,Lizard Buzzard,Kaupifalco monogrammicus,3EEB66EDF52A873B,Q1261504,5430,22695421,73191,2480440,lizbuz1,species,Kaupifalco monogrammicus,Lizard Buzzard,075-008-015-001,,,,,
372,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,163,Dark Chanting Goshawk,Melierax metabates,D2AFD39BFB907C05,Q843278,5340,22695425,73192,2480733,dacgos1,species,Melierax metabates,Dark Chanting-Goshawk,075-008-016-001,,,,,
373,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2136,Eastern Chanting Goshawk,Melierax poliopterus,FA3A1F20C3A632BB,Q1081454,5339,22695431,73193,2480731,eacgos1,species,Melierax poliopterus,Eastern Chanting-Goshawk,075-008-016-003,,,,,
374,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,162,Gabar Goshawk,Micronisus gabar,922DE9C1DF8597F0,Q390328,144460,22695445,73195,5788495,gabgos2,species,Micronisus gabar,Gabar Goshawk,075-008-017-001,,,,,
375,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,TRUE,,166,Western Marsh Harrier,Circus aeruginosus,E2A19474E62F83E1,Q26431,5173,22695344,81,2480482,wemhar1,species,Circus aeruginosus,Eurasian Marsh-Harrier,075-008-019-001,,,,,
376,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,167,African Marsh Harrier,Circus ranivorus,2A2C169BF24B092E,Q17556,5165,22695352,73180,5229173,afmhar1,species,Circus ranivorus,African Marsh-Harrier,075-008-019-004,,,,,
377,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Near Threatened,,,,168,Pallid Harrier,Circus macrourus,22647E26E5C80F2E,Q230837,5178,22695396,334,2480491,palhar1,species,Circus macrourus,Pallid Harrier,075-008-019-012,,,,,
378,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,170,Montagu’s Harrier,Circus pygargus,63B6412E23CC0D93,Q26574,5167,22695405,,2480495,monhar1,species,Circus pygargus,Montagu's Harrier,075-008-019-014,,,,,
379,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,160,African Goshawk,Accipiter tachiro,CD18635A395DAB09,Q128037,204453,22727697,73200,2480635,afrgos1,species,Accipiter tachiro,African Goshawk,075-008-020-004,,,,,
380,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,161,Shikra,Accipiter badius,1A0ECB6EDF6DB4B2,Q715710,5143,22695490,73202,2480610,shikra1,species,Accipiter badius,Shikra,075-008-020-006,,,,,
381,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,Rare/Accidental,,,2074,Levant Sparrowhawk,Accipiter brevipes,8492E4B70A95DC74,Q114338,5126,22695499,73204,2480578,levspa1,species,Accipiter brevipes,Levant Sparrowhawk,075-008-020-008,,,,,
382,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,158,Little Sparrowhawk,Accipiter minullus,CE1CF6FD20908CDB,Q127966,5088,22695581,73222,2480594,litspa1,species,Accipiter minullus,Little Sparrowhawk,075-008-020-025,,,,,
383,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,157,Ovambo Sparrowhawk,Accipiter ovampensis,BAE916831E3E9167,Q127969,5133,22695619,73231,2480587,ovaspa2,species,Accipiter ovampensis,Ovambo Sparrowhawk,075-008-020-034,,,,,
384,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,Rare/Accidental,,,1006,Eurasian Sparrowhawk,Accipiter nisus,DB376A66278ED21E,Q25380,5106,22695624,178,2480637,eurspa1,species,Accipiter nisus,Eurasian Sparrowhawk,075-008-020-035,,,,,
385,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,156,Rufous-breasted Sparrowhawk,Accipiter rufiventris,EC0E680F40FF76D9,Q127822,5141,22695630,,2480609,rucspa2,species,Accipiter rufiventris,Rufous-breasted Sparrowhawk,075-008-020-036,,,,,
386,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,159,Great (Black) Sparrowhawk,Accipiter melanoleucus,819AB8230B1E2165,Q1264152,5140,22695673,73240,2480631,blagos1,species,Accipiter melanoleucus,Black Goshawk,075-008-020-042,,,,,
387,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,149,African Fish Eagle,Haliaeetus vocifer,A19B0CF4A0D54658,Q217497,5308,22695115,73151,2480454,affeag1,species,Haliaeetus vocifer,African Fish-Eagle,075-008-025-003,,,,,
388,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,128,Black Kite,Milvus migrans,06D9A2C8D1E3678A,Q80362,5268,22734972,364,5229167,blakit1,species,Milvus migrans,Black Kite,075-008-028-002,,,,,
388.1,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,Black Kite,Milvius migrans migrans,DB2E41A134A19A64,,,,,,blkkit1,group (polytypic),Milvus migrans [migrans Group],Black Kite (Black),075-008-028-002-001,,,,,
388.2,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,TRUE,,,,,,,,,,,,,,,,,,,,,,Not Recognized,,,,129,Yellow-billed Kite,Milvius (migrans) aegyptius,EE9C6A5ED53A8847,Q32840,,,,5788522,blkkit3,group (polytypic),Milvus migrans aegyptius/parasitus,Black Kite (Yellow-billed),075-008-028-002-006,,,,,
388.3,Accipitridae,"Hawks, Vultures, Buzzards, Eagles and Allies",,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Eastern Black Kite,Milvius migrans migrans x Milvius migrans lineatus intergrade,A691B3788F2341E0,,,,,,blkkit2,group (polytypic),Milvus migrans lineatus/formosanus,Black Kite (Black-eared),075-008-028-002-002,,,,,
